Series Name,Series Code,Country Name,Country Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000]
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.54224596576152,-9.71305003064083,-26.1132004281619,2.23117843876901,3.64496490120267,0.879181784179025,-2.02283097672191,8.30220859747621,-3.90387421785
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.80012630075768,1.07087096803018,1.49950135816891,3.1171336987325,-3.19162723568974
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Grenada,GRD,..,..,..,..,..,..,..,..,-13.727067134383,6.72727657245346,5.94886070461334,8.14032468726742,-13.1988439304486,-4.05929834496466,13.5940366199056,-9.73562770764532,-5.57728914674838,6.8451920085774,1.21454856113645,4.43720014128822,-1.85470647154921,-2.3431049500186,-2.70816823613912,-4.15816500265606,-6.13778029168242,6.84983359931199,-7.86696027834537,-0.964864970172243,-1.28994384256038,9.85035614754399,-2.18550381453437
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Guatemala,GTM,5.78958738777553,7.06555032895066,9.61281709731094,5.28971637168878,6.39563708169892,2.50077664147756,4.5006819204815,3.90081206663884,3.15422191266347,2.84129346307773,1.56558347640723,1.21761658068722,-3.00742257836519,-1.71526586283133,1.55725600523064,0.370125581279581,-0.829711576418418,3.90438246638871,4.4989775057451,3.06996086180624,4.09398362513058,3.10077504574988,2.98540481345997,2.20098764150532,2.44773660169908,3.50697278288411,2.55597398861664,2.93663026429786,3.72560065289437,2.10802466265652,2.59613740782649
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8019827103525,-5.68412713145115,5.3416149010482,3.39033018597743,3.56429997565854,3.94356039518733,4.22125708065938,4.35554617873809,3.05384392799021,4.31693194733481,6.47814889066586,4.63089140761237,6.6052557998599,2.94660347815277
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Guyana,GUY,-1.85064940580276,11.0595207298007,-7.18170350871135,-4.1680998692719,81.1683818155863,12.6418772427713,-26.5114799594083,-12.1012039967801,6.11284637473742,-3.57299219664992,5.72068237547141,-7.84660136265323,-6.68132356214952,-8.5036218164189,-0.0318852339981959,10.4820919543753,-0.602154769992467,15.5995908132871,-15.7952810431894,-2.48847925748656,-15.1228733465433,14.476614813101,27.237354014845,5.35168194625987,11.1756167566079,7.96344644875884,7.67835554324986,3.31274563522031,-6.41304350739627,14.6341464780788,-10.1823708430227
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.3094805608969,-4.18836421076003,1.4619233933706,-5.3814284777385,1.56832512835456,-3.66125963473897,0.0890452924643341,0.964856155216069,-1.51544023225124,-0.218287786110452,-2.83777408319122,-3.63976645933938
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Honduras,HND,-4.41083381655176,9.04255341228743,1.95121978753789,5.74162630141335,-8.93665095973621,-6.70807461223056,11.1850855760194,5.98802369736356,31.7408049354255,7.1939924661975,2.45456852288982,-1.53486219400531,-2.59790879797356,-0.541348375268285,1.297670370939,2.33518759968834,0.870164448328566,6.77152213951642,-0.81397336583089,3.48972286411211,1.71413764407009,-2.39650470625403,8.60023309559273,-1.61913709824707,-2.07168954372273,6.73897003663215,5.93922759229825,-1.55311319280821,4.17835283495521,-17.7915977741707,19.0318242809515
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.59628483743408,-4.16896061793321,4.56100538270137,2.72927650494633,-10.127107218405
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.65788400096332,-1.76340109536113,-3.29701692105836,-2.57724303211538,-2.02454293058037
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,India,IND,7.09216539598346,-1.87736673566218,-5.01847976142427,7.20190654772661,-1.52335692299658,12.8897836515132,-5.7781828190856,10.0362538185643,2.30250676598718,-12.7746904609773,12.8882253284047,4.60167330174799,-0.280834935704419,10.1209740847403,1.58509236760227,0.314273271289963,-0.409484449567543,-1.58779659851746,15.6396474795379,1.18915474202204,4.01509580547868,-1.95248823583243,6.65100678352499,3.32270683139868,4.71598013566729,-0.69537706820789,9.92029924219351,-2.55372784056674,6.32045445805794,2.6691273484422,-0.00761814485066736
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Indonesia,IDN,4.0753556343905,3.80495013000979,2.1352313165022,5.574912891414,3.72693726781857,0.00711490495773148,4.71328969907292,1.27730407509104,5.148760605753,3.85351537617001,5.20027030311343,4.92277146838104,2.12327814223792,4.79045179413016,4.21003450735849,4.25331936066442,2.58601036259228,2.1435317773032,4.89628402458091,3.3190815372586,2.0033945020762,1.36959954149003,6.89402597280129,1.41916575469465,0.555938090681195,4.37501686552433,3.13903809021068,1.00285455464397,-1.33151537337781,2.16288447419191,1.88281042006406
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,"Iran, Islamic Rep.",IRN,3.34213247098273,-0.63571841378247,13.5276692096297,5.79863672979877,3.43524232554597,9.83944657910862,11.7220710943363,-3.91259758216233,6.68810676278409,6.06779283908325,3.68604533194537,1.85156565737299,7.12094455733879,4.5533795087173,7.34051750602028,7.89837421747906,4.75438400793027,2.48335042293451,-0.642134190832294,4.33649229434185,11.0288103576634,5.61901797351145,10.2857399158729,0.963776312094126,2.11132202553846,3.70818512865088,3.28728578326272,0.983932874141999,10.5654510993499,-7.30244821705215,3.47361893356192
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Iraq,IRQ,9.088233560769,3.96589866662882,20.5262611585678,-23.7953752756821,19.1783918201382,-14.1055426505811,22.6981673678728,-2.51034730997507,1.20904476453025,-1.43169797786307,-0.527338328541006,1.91127232332701,10.8692676224458,-3.83586451049831,10.9651187699418,15.7249199650663,-4.29609385213125,-8.34407104524169,7.69026178848655,9.72374131316191,10.8653011345939,-16.5496838555446,22.7547615734003,-1.11837820936641,7.11831405205999,11.9540229884356,7.40413542901339,-8.10306115655385,8.2563258981216,15.9370740313208,-11.4443097036549
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.093664681284821,4.41148266063951,0.421956258977474,-13.0484352474748,0.730821653070763
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.07325556270872,0.534437688743679,9.68255114983904,-6.03628726195302,4.49436724401249
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.47373487245417,2.00037870604557,-0.454092862304904,1.45647611887965,1.71765210805634,1.36411944631656,2.12253143839864,2.72979960810582,5.72434071207665,-0.488786161818183
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Jamaica,JAM,11.6886639828191,3.13568517062566,16.3838110734518,-5.77914525475663,-3.61599169319763,-0.30559125941231,-6.45753208468857,-2.37852157490643,0.556482360792046,-1.8247220922005,-5.75456829447123,2.5481824733407,1.2589172606724,2.27423873054093,-0.859997228727011,-4.55221664824927,1.61732155615984,7.79597150929069,2.85080784209011,6.81947924756973,5.46551117881371,7.54181941258993,1.91820865232022,-0.489823974427708,5.66733067729083,3.78735036289943,3.79263995350021,-14.1437121556823,-2.49082755809214,2.7195953008069,-12.6559352042166
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-7.67961444773306,6.59063182682213,-1.8738355070535,1.62751586827972,-0.440399295361132,7.44886196080535
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Jordan,JOR,..,..,..,..,..,..,..,7.14285714285685,24.3137254901961,-5.17350157728693,0.990611369852729,-5.28511821974948,18.1235025890717,-2.80685684375818,-6.26725008414678,4.12956047112894,2.20015173460251,21.3996490754487,15.4983601089556,-27.5160032728499,39.9335989375832,5.53762594457029,30.3673385041094,-22.6901200136361,-13.9409331770771,1.6173419075147,3.50456734074488,-8.47709030650635,12.9833073810569,-29.3169951127473,5.38097566230516
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-22.5999999976366,28.6999999871191,-6.89999999956366,-20.999999992677,-24.4000000083056,-4.99999998406011,-0.900000023464557,-18.9000000082833,21.400000025502,-3.20000001015937
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Kenya,KEN,-7.87370901979924,16.1272741223789,11.4203175007251,2.72348955087828,-2.44130054033971,7.36223433048447,1.90621480586222,9.99463474508386,3.77935682317172,2.706341136517,1.07344632953105,5.92509780056784,7.36675462953538,1.85392704477772,-3.4753319668965,4.01339797731578,4.92458835530942,4.19048660826292,4.55392788482112,4.11336779768988,3.47184078665002,-0.710415788971147,-3.32589002749435,-3.27195537868386,3.07741459618993,4.79235836426935,4.47122196549093,-3.06518090480648,8.2895026941119,7.09237537876908,-1.2772016259421
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.63560556974085,49.103378067879,-19.7901260221731,-18.4205284280718,-7.36330157713554,47.6911886500306,-23.7583420048899,-20.6749052469464,-52.7328550534638,10.2394224930234,0.618624975242625,0.214372491426616,9.11850278671218,-14.1451244997089,-4.70498049146441,9.01649770187254,1.90875922766676,-3.89485410155646
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,"Korea, Rep.",KOR,-0.713572256182829,5.52345233879534,3.02482553483583,6.59308118832405,6.30473584420817,5.30362917714697,8.95938157249833,3.03830911492736,-9.89445181255526,11.4255925914569,-16.1449761950629,15.7333018273472,7.8135456721226,9.31567236019126,-2.60721435170927,5.94298137259746,5.22390844052272,-4.34227613809121,9.39941247880198,-0.138495942534774,-5.6331935143205,3.19057613742085,8.97481685380535,-4.2197566785503,0.118090850671408,6.82201818037835,3.88923787636999,4.31111862242504,-7.56235958292528,5.12463971332866,0.295668347554809
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1999848752156,4.61933125383584,1.37022536389682,-7.73962785788663,-2.63553052222954,-8.63216085595954,-8.60553997039305,-2.01036643543449,15.1916077656887,12.2569752954323,2.85230135299426,8.21229818463254,2.68021148767366
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-8.90547429200906,7.61236547794893,-5.15881246064099,-7.28152155113287,16.7494307290527
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.4848506752042,7.48637784492834,6.58919043609278,11.9421506593993,1.29138141057885,9.5679631393151,1.10000000262652,4.19999999833283,2.10000000235088
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Lesotho,LSO,..,-9.33354116670058,7.70471816805274,28.3851546576869,22.8914308856515,-24.0195882086782,-5.80653458732209,25.3423473834831,11.4744605341159,3.43314366281446,-24.4442999296804,4.54487372198899,-13.9851384511087,2.27976297988577,-1.11222104759192,9.67596664789217,16.3512390950589,-14.985483327679,3.08885495756648,-1.20686328398868,1.41805958775079,-27.0393067058857,23.906563860074,1.6585628868538,0.222035652045747,-2.22753395599953,-1.43924735146339,-1.23402316636155,16.8626581431885,8.74455994554499,-4.39635367824707
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.2031871447765,6.06664914199013,-6.74966578619359,-15.9033968823964,4.29003052248524
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.49066720716404,-13.252403576372,14.592901653837,14.5470625038221,-13.4741666427108
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Madagascar,MDG,..,-1.98711864543188,2.07763996770048,1.08539512861086,9.12752577973752,-0.49206148683129,-8.65260260118166,3.24758532387361,-6.55312436582786,7.15310540850231,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.50090647011152,1.88116820212629,2.13781474385519,3.54642534992765,0.999999999327869
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Malawi,MWI,-1.3241574721293,16.8545389224646,9.60036729184954,-6.28667422012197,2.05724227103676,0.920245781264867,11.8541097139449,11.218942343706,2.93193851596591,3.1196972382747,-6.5438989737105,-8.19845087502492,6.40092512104771,4.43082629882454,5.72611984248638,0.489392381470836,0.616882138788029,0.838981552992735,2.01599552963954,2.44667871527804,-0.244944020648802,12.7992601720435,-25.1156470199672,52.979657557384,-28.92083674088,39.5902465024502,25.5073925152336,0.133950889837692,10.339317046852,10.1152021896247,5.29887848945398
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Malaysia,MYS,..,1.44432618558159,7.62400933210705,11.7780823858729,6.91016197602966,-3.03535265207006,12.2391325725744,2.36246269755611,1.64547367187686,5.75003371665044,1.28230232887037,4.85818162850471,6.46761636316879,-0.641763781807967,2.84020781709199,1.98743671420161,4.16737064632903,7.02947945698749,2.71238844494697,4.75818127534848,-1.72839311973095,1.04007726901885,6.85866844661524,-3.13886637071812,-1.89407380540385,-2.53430529866505,4.53430220339099,0.670757020979934,-2.76512978402154,0.47967546221237,6.05819355234361
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.93258938470697,1.27752044693221,7.26197832286692,3.49223918679577,-0.83090146658661
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Mali,MLI,7.82173849414893,2.33112134395952,1.51931997525176,-10.9721890019871,-6.44331895043881,24.5511737728785,14.4231319357534,7.98365961818763,-7.58694209118337,15.9991859907757,14.0856119515834,3.53836137463746,-11.6565257229364,-6.3550094750544,-8.01747486540333,29.2572358490302,-1.35493332066642,2.44360672290362,23.367119261757,-0.0498626343147777,-6.39828699621151,16.2958797149066,-12.2808094283178,9.22954767347879,11.0313406058303,-3.36999998368243,2.33015552681559,0.156105526624799,10.9356825470492,7.73635253945299,-10.6852225870847
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.12201793469066,-2.61027492444909,3.01167979101706
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Mauritania,MRT,-3.90122910716796,-13.075083411293,41.6694090182776,-18.3463215061537,-0.333987353549176,-15.8283925570759,2.61865484316101,5.78996126208229,-2.78892499177067,1.82318006403041,11.5146379415423,8.91997344141424,1.66514631879826,15.072870850384,-18.4431989823461,2.45845569088763,8.34597879197159,5.62850408157578,3.00820260879921,1.11022013706675,-6.58020989992384,6.86483822919068,6.86483843407666,9.39460360157408,-17.0001196996875,24.8984376296361,8.49243011639345,-22.232625948216,1.48909008894262,3.90085492205301,-9.62117044557604
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Mauritius,MUS,..,..,..,..,..,..,..,0,0.106609876388774,4.04685890143061,-34.1862844180581,21.9284591161917,19.387755206889,-13.0065360418645,0.751315730215538,11.260252777752,10.7238607176258,-3.70000007218742,-4.82828973668528,-7.35977155663818,9.60277762047707,-1.58206844956578,6.25209583824771,-5.87506157310358,-5.777197943959,7.46137015542124,5.69111160145923,3.63448034470046,-0.765612842029867,-25.4937522981137,33.2220224394142
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Mexico,MEX,4.16107864071328,5.82523532790242,0.688252539912611,4.01298454874093,2.5077163093582,1.95045565897935,1.02382795019678,7.74559849978051,6.0551123901047,-2.16239316518437,7.17480563579474,7.80211592421733,-2.23780900034507,2.01304749863837,1.47993293754371,3.04575492840853,-1.27811057197621,1.26732008014376,-3.37237692405157,-1.36165234770841,7.18014127509934,2.27122868334682,-2.16151513467473,5.08411651740484,-0.174087596848764,1.22018558587446,3.80427871854845,-0.051412546683764,3.20648540069226,1.23197989163486,1.13093418753994
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.42288781339451,-8.5655335576932,15.2808840018373,-8.81990625228366,6.98492299296049
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-12.2947838713849,12.0321838674761,-6.23242778356379,-4.07062420275716,2.32592932188433
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,12.7516782870462,2.15773865004216,-2.62200026064426,8.8257320578585,4.53607846243524,-12.8862535806813,2.33961676798589,7.70000070772102,16.9548107581332,-9.877773934947,-2.14304923028078,-0.830133157175425,1.85261768145671,0.240308305727083,2.11104116702559,4.43522736077217,5.16077938091514,2.86290133928237,-16.3296813978243
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Morocco,MAR,4.17132890259757,9.99731567897982,-2.22330996236487,-9.32033824625854,2.09424092736654,-6.34278710418388,15.3025963839515,-12.3219217573058,17.9589595411109,-1.71580360271589,6.14703306416912,-26.7942797775279,39.4718034464579,-13.4066862706487,9.83700516621366,13.4280339884546,34.1991716856924,-23.5330539738462,33.4265280633883,6.366422462759,-6.66428483625306,21.7500000456794,-34.2366412783795,-6.32255655495894,59.75599041795,-41.008087114332,73.5825345157045,-22.8880487951195,26.8187734111107,-14.6799773664215,-12.1614226957886
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.96591126517937,-3.01993282579951,28.3216563669719,5.09519206183234,4.44976098878323,1.10000126126226,-8.76101766475853,-20.0178531422763,24.4076531453613,-0.732863967644704,16.251207707985,4.8670446766972,9.17515516199889,8.62419291497538,6.20731329268816,-12.526626189579
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,-3.57338642669428,-4.32549903229898,-2.62644304193809,3.92455727861405,5.5345143239536,0.819436293785941,5.38800464240612,0.724475611833213,6.22768241903692,5.09688916569174,8.16396883436339,-21.1055672219473,-2.72121318642186,25.1836449378582,-5.6989436952386,15.2168826583075,-7.80408488183961,-1.83452930817535,10.9490302321765,4.70033053485696
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Nepal,NPL,3.46119936338076,0.707023132058595,0.730593580095615,-0.849964028880549,5.62921456511339,1.68263328734535,0.548047549258641,-4.18055558794912,-0.0386594233152522,3.02208967960316,-4.78360186839264,10.4871782871731,4.58276163073626,-1.08207800985221,9.71222650702217,2.22771627922451,2.70198135518054,-0.697289010298618,6.556670131516,6.16535335283572,5.76541958789841,2.15309281077505,-1.06442970414716,-0.619878830159649,7.6032405877186,-0.333144620777645,4.41889234885338,4.12945353289646,1.03907280034608,2.72005356817151,4.97023194599615
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,Netherlands,NLD,10.6039588084187,12.2741067163025,3.9767293627137,6.10395336509451,13.1933646106019,14.0508488338121,11.6511550573749,1.89339957393399,8.06658609984279,11.8128145279754,4.76924101808433,9.01475109208864,4.22688541032652,-2.92372197552862,11.228064933886,4.08817604215095,10.4063287979463,-1.17261906099678,7.84314052488637,5.77112835993454,8.92033493239508,2.50156987231381,3.61838471150256,2.83018672826067,2.55992761737318,1.94356169451528,-4.64320494512617,7.20047874987114,-4.65625508323649,6.75460919811191,1.07450458557861
"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
